nombre_invocador,kills_player_kda,deaths_player_kda,assists_player_kda,rol_1,games_per_rol_1,winrate_per_rol_1,rol_2,games_per_rol_2,winrate_per_rol_2,rol_3,games_per_rol_3,winrate_per_rol_3
玳打微ysrw77,6.2,5.3,5.2,Top,192,57.3,Mid,22.0,68.2,Support,12.0,25.0
zenbokorosn,2.7,5.7,11.4,Support,377,53.3,Top,25.0,48.0,AD Carry,4.0,100.0
wx 499999953,6.4,5.5,5.9,Mid,125,55.2,Top,48.0,60.4,Jungler,4.0,50.0
100T C1oser,7.2,5.0,8.9,Jungler,138,64.5,AD Carry,29.0,58.6,Mid,10.0,40.0
再见,7.1,4.6,7.4,Jungler,446,55.6,Mid,31.0,48.4,Top,6.0,50.0
GOOD GAME GG XD,5.5,4.1,6.3,Mid,85,72.9,Top,17.0,47.1,Support,9.0,44.4
但偏偏雨漸漸,8.4,4.2,6.3,Jungler,151,60.3,Mid,111.0,67.6,AD Carry,14.0,50.0
Menchennik,5.4,5.1,10.7,Jungler,220,55.0,AD Carry,14.0,64.3,Top,12.0,58.3
MaioLex,4.8,4.7,10.9,Support,383,52.7,Mid,66.0,48.5,AD Carry,23.0,43.5
앙 맛있엉,6.0,4.3,8.4,Jungler,182,60.4,AD Carry,36.0,55.6,Top,18.0,55.6
PB Lord Semi,4.7,3.8,10.1,Jungler,427,54.1,Top,31.0,41.9,Mid,10.0,40.0
twitchsmrfng xD,5.3,5.4,7.9,Mid,95,57.9,Support,49.0,61.2,Top,36.0,50.0
Liberty Momochi,3.2,4.8,15.0,Support,207,58.9,Mid,11.0,63.6,AD Carry,4.0,50.0
Gragolandia,7.2,7.0,7.6,Jungler,343,56.0,Mid,42.0,38.1,Top,31.0,61.3
lonely eboy,4.5,2.6,4.5,Top,361,54.3,Mid,127.0,51.2,Support,5.0,0.0
SaicoWhenISlide,6.7,5.6,6.6,AD Carry,311,55.0,Mid,52.0,46.2,Jungler,28.0,46.4
Twitchtv Crecre,2.2,5.2,14.5,Support,354,53.1,Mid,16.0,37.5,AD Carry,1.0,100.0
con clown,4.8,5.2,10.9,Support,148,60.8,Mid,39.0,61.5,AD Carry,4.0,25.0
땅우양,5.4,4.0,7.2,AD Carry,306,56.9,Support,71.0,49.3,Top,29.0,55.2
marecki77,8.2,5.9,7.7,AD Carry,377,59.4,Top,16.0,56.3,Mid,12.0,41.7
SlNGED,4.4,5.0,7.5,Top,286,50.7,Mid,60.0,65.0,Support,2.0,50.0
KJ Allen,7.1,4.9,7.9,Jungler,164,58.5,AD Carry,43.0,48.8,Mid,12.0,66.7
Crowno,4.3,5.7,5.9,Top,312,53.8,Jungler,30.0,56.7,Support,4.0,50.0
Klaj,1.8,4.9,12.1,Support,318,55.7,Mid,9.0,55.6,AD Carry,4.0,50.0
HK l A K S H A N,7.4,3.6,6.2,Mid,85,58.8,Top,37.0,59.5,Support,8.0,50.0
MENTAL TXRRORlSM,11.5,6.6,6.7,Jungler,205,62.9,Mid,5.0,40.0,Support,2.0,0.0
shady mathers,7.9,6.8,5.2,Top,153,60.1,AD Carry,34.0,61.8,Mid,27.0,48.1
thru death,7.9,5.3,6.3,Mid,135,60.7,Top,105.0,48.6,AD Carry,16.0,50.0
naiyoubaby,8.5,5.1,7.5,Jungler,186,58.1,AD Carry,42.0,59.5,Top,2.0,0.0
Washin,6.8,4.1,7.2,Mid,90,64.4,Top,55.0,58.2,AD Carry,20.0,60.0
Bvoy3,8.3,5.1,8.5,AD Carry,131,64.9,Support,28.0,57.1,Mid,10.0,60.0
on the fire,5.1,4.1,5.3,Top,181,57.5,Mid,7.0,85.7,Support,4.0,25.0
Biofrost,2.7,4.8,11.4,Support,273,52.7,AD Carry,33.0,48.5,Top,2.0,50.0
Ënder,6.8,3.4,4.4,Top,141,61.7,Mid,8.0,62.5,Jungler,2.0,50.0
JeIIy,6.2,6.1,8.0,Top,92,54.3,Mid,83.0,57.8,Jungler,67.0,53.7
Maynter,4.5,4.3,5.6,Top,197,56.3,Mid,6.0,50.0,AD Carry,3.0,66.7
모두 행복해요,6.1,4.2,8.3,Jungler,294,56.5,Mid,43.0,48.8,Top,6.0,50.0
et pas une autre,3.6,4.3,12.4,Support,401,58.4,Jungler,28.0,35.7,AD Carry,24.0,33.3
IsDEAD,6.9,5.4,7.9,AD Carry,338,50.6,Mid,15.0,53.3,Support,5.0,80.0
Armored Mawdad,2.0,4.9,13.3,Support,349,53.6,Mid,15.0,53.3,Top,7.0,28.6
Saba3761,4.1,4.3,11.3,Jungler,173,57.8,Mid,7.0,28.6,Top,6.0,16.7
林小希,5.9,4.2,7.6,Jungler,349,59.3,Top,101.0,57.4,Mid,51.0,64.7
son of winter,7.2,6.1,6.9,AD Carry,289,52.9,Mid,17.0,35.3,Top,6.0,66.7
Soweto,8.3,5.5,8.0,Jungler,276,54.0,Mid,27.0,44.4,Support,10.0,60.0
itoshi rin 8,8.4,4.4,6.2,Jungler,287,52.3,Mid,28.0,46.4,AD Carry,5.0,40.0
TwTvLeaningTable,7.4,3.9,10.1,Jungler,108,71.3,Mid,4.0,50.0,Support,2.0,50.0
Rascal,3.8,6.2,10.6,Support,271,55.0,Jungler,15.0,40.0,Mid,9.0,77.8
hysteria x0,8.7,4.4,5.8,Mid,79,58.2,Jungler,45.0,55.6,Top,4.0,50.0
proper wasteman,7.5,4.8,6.5,AD Carry,78,57.7,Mid,69.0,53.6,Jungler,31.0,64.5
LeaningTable TTV,5.5,4.3,10.7,Jungler,283,60.8,Top,10.0,60.0,Mid,10.0,40.0
Horse Tongue,6.6,8.2,6.1,Top,173,69.4,Mid,32.0,62.5,AD Carry,20.0,45.0
112U,3.5,3.5,7.2,Top,179,56.4,Support,14.0,50.0,Mid,2.0,50.0
Mitao Wulongcha,6.2,5.8,6.2,Mid,316,54.7,AD Carry,64.0,56.3,Support,21.0,47.6
Chu성훈,3.1,4.6,11.4,Support,529,54.8,Top,7.0,42.9,AD Carry,7.0,42.9
Lauer,6.0,5.2,7.3,AD Carry,300,55.0,Support,23.0,47.8,Mid,2.0,0.0
vA1U3,6.1,4.2,6.6,AD Carry,418,53.1,Support,23.0,43.5,Mid,2.0,50.0
Sarcasm1,5.9,4.1,8.4,Jungler,121,55.4,Top,24.0,75.0,Mid,10.0,50.0
supaaaaaaaaaaaaa,7.4,4.9,6.5,AD Carry,285,55.4,Mid,10.0,80.0,Top,2.0,50.0
Rwrkd Darkhike,6.2,5.5,3.8,Top,185,54.1,Mid,9.0,44.4,AD Carry,3.0,33.3
Maykel,6.8,4.6,7.4,AD Carry,269,56.5,Mid,19.0,42.1,Jungler,9.0,44.4
THE RIAL ENBARAO,6.9,4.8,7.2,AD Carry,235,59.6,Mid,25.0,56.0,Jungler,15.0,46.7
СВЕКЛОВИЧНЫЙ ЖОМ,5.0,4.7,10.4,Support,126,57.9,Mid,75.0,52.0,AD Carry,12.0,41.7
Vible,6.2,4.7,4.6,Top,81,64.2,Mid,17.0,76.5,Jungler,2.0,50.0
batman vermelho,2.7,6.1,15.0,Support,96,63.5,Top,4.0,75.0,AD Carry,4.0,75.0
LeitoF l0,7.0,5.1,7.1,AD Carry,167,54.5,Jungler,46.0,58.7,Support,21.0,23.8
Percy Magic,6.2,3.8,6.2,Mid,343,58.3,AD Carry,58.0,44.8,Jungler,26.0,42.3
AsIfItsYourLast,7.1,5.3,6.8,Mid,154,57.8,AD Carry,30.0,56.7,Jungler,9.0,22.2
aRwinGü,3.9,4.8,10.4,Support,202,65.3,Jungler,80.0,56.3,Top,75.0,52.0
톱 왕,6.6,5.2,5.4,Top,230,57.0,Mid,10.0,50.0,AD Carry,4.0,25.0
Villager C,8.0,4.3,8.0,Jungler,438,53.9,AD Carry,29.0,51.7,Mid,6.0,33.3
Renascence,7.1,5.0,7.9,Jungler,129,56.6,Top,47.0,55.3,Mid,36.0,52.8
Kïer,3.9,5.2,12.2,Support,236,56.4,Mid,118.0,56.8,Top,4.0,50.0
Stasko admirer,6.0,5.2,7.4,AD Carry,301,55.5,Support,14.0,50.0,Mid,5.0,80.0
DK Bible,2.7,4.8,11.6,Support,215,58.1,AD Carry,24.0,45.8,Jungler,7.0,57.1
Don Noway,5.6,5.6,6.4,Mid,190,52.6,Top,55.0,56.4,Jungler,35.0,54.3
Jαvier,5.4,3.9,7.9,Mid,225,56.4,AD Carry,40.0,57.5,Support,27.0,55.6
Iziio,5.5,4.4,3.7,Top,142,59.9,0.0,0.0,0.0,0.0,0.0,0.0
ni lai wo siii,4.8,4.5,5.6,Top,168,63.7,AD Carry,11.0,36.4,Support,10.0,60.0
3333m,7.5,4.3,6.7,AD Carry,241,57.3,Mid,17.0,41.2,Top,2.0,100.0
RDD REBORN,7.9,5.8,6.4,AD Carry,99,63.6,Mid,41.0,51.2,Top,2.0,50.0
HAHAHAHHAHA,7.3,6.0,6.1,AD Carry,269,55.0,Mid,16.0,62.5,Top,12.0,58.3
Kneking,7.7,4.7,7.6,Jungler,259,60.2,AD Carry,27.0,37.0,Mid,22.0,59.1
Path To LCS,2.3,4.3,12.8,Support,191,56.0,AD Carry,18.0,44.4,Top,1.0,0.0
Procurando Nami,2.8,4.1,13.7,Support,426,54.9,AD Carry,25.0,52.0,Mid,22.0,45.5
jx xuyang,4.4,5.1,6.5,Top,331,55.9,Support,22.0,45.5,Mid,16.0,56.3
mo up front,7.9,6.5,5.8,AD Carry,300,55.3,Top,200.0,54.0,Mid,50.0,46.0
Falstaff,4.0,3.9,6.6,Top,253,57.3,Jungler,19.0,31.6,Mid,5.0,20.0
Atâ,5.4,6.2,11.0,Jungler,194,60.3,Support,65.0,46.2,Mid,58.0,50.0
DUDAO MALTRATA,7.0,5.6,7.1,AD Carry,203,57.6,Mid,17.0,64.7,Jungler,7.0,57.1
언니우기,3.4,3.3,6.2,Top,216,53.7,Mid,39.0,59.0,Support,15.0,46.7
supp roam top,6.7,4.2,4.8,Top,282,54.3,Mid,27.0,59.3,AD Carry,19.0,36.8
Vulcan 01,2.8,4.9,12.4,Support,158,55.7,Top,8.0,62.5,AD Carry,8.0,62.5
Momo3,3.7,5.8,13.0,Support,458,55.0,Mid,39.0,51.3,AD Carry,29.0,48.3
Vincent ADgap,7.4,5.8,6.0,AD Carry,228,55.3,Mid,22.0,54.5,Support,4.0,50.0
lunacia,6.0,4.1,4.3,Top,132,58.3,Jungler,10.0,70.0,Mid,7.0,42.9
Go Ha Go Ha,4.3,4.7,5.9,Top,456,52.9,Mid,22.0,54.5,AD Carry,17.0,47.1
Kasing 1,2.8,5.0,13.4,Support,121,62.0,AD Carry,14.0,35.7,Mid,3.0,66.7
FΙGHT,4.9,4.8,6.2,Top,277,57.8,AD Carry,15.0,53.3,Mid,12.0,58.3
IS THAT FEEDABOI,5.1,4.4,6.4,Top,206,54.9,Mid,21.0,52.4,Support,1.0,0.0
Papas Doradas,7.2,4.6,6.9,Top,91,61.5,Mid,24.0,54.2,AD Carry,14.0,28.6
Tronnie Sins,4.7,3.9,5.2,Top,195,55.4,Mid,20.0,55.0,AD Carry,2.0,50.0
BrotherGaren,8.8,4.6,7.6,Jungler,130,66.2,Top,26.0,61.5,Mid,24.0,58.3
pienso,2.4,5.6,12.9,Support,253,54.9,Jungler,28.0,57.1,AD Carry,22.0,31.8
my happy ending,6.9,5.8,6.1,Top,103,63.1,Jungler,73.0,56.2,Mid,3.0,66.7
eilataN,7.1,5.4,8.5,Jungler,410,55.9,Support,118.0,47.5,AD Carry,16.0,31.3
Zackary911,6.1,6.1,6.9,Top,398,53.5,Support,33.0,51.5,Mid,21.0,52.4
Feliaaa,2.0,6.2,13.7,Support,254,55.9,Top,43.0,55.8,AD Carry,1.0,0.0
rolË,7.6,5.2,8.0,AD Carry,153,66.0,Jungler,25.0,36.0,Support,15.0,26.7
TTV Seshulol,6.2,4.0,7.2,Mid,327,56.6,AD Carry,79.0,45.6,Top,45.0,55.6
Kral Luger,7.0,4.6,7.6,AD Carry,203,63.1,Support,15.0,33.3,Mid,8.0,12.5
iybc9o2 q,5.8,4.7,6.4,Mid,170,59.4,Top,37.0,51.4,Jungler,6.0,16.7
Eternum,5.6,5.6,10.1,AD Carry,83,61.4,Support,77.0,53.2,Top,6.0,66.7
Iinks,6.3,5.4,8.2,AD Carry,175,52.0,Support,39.0,71.8,Mid,6.0,66.7
kean,7.1,5.3,6.2,Mid,70,67.1,Top,55.0,45.5,AD Carry,9.0,55.6
nalamango,5.9,4.7,6.0,Mid,291,56.0,AD Carry,41.0,63.4,Top,15.0,46.7
日皎皎,8.9,5.0,6.8,Top,79,50.6,Jungler,34.0,73.5,AD Carry,10.0,70.0
paiN anato,7.5,5.0,8.1,Jungler,190,56.8,Mid,14.0,42.9,Top,5.0,20.0
Que bendición,1.9,4.5,13.4,Support,246,55.3,Top,8.0,37.5,AD Carry,6.0,50.0
Hoang Thuy Linh,5.9,4.3,5.9,Top,248,64.5,Jungler,28.0,42.9,Mid,19.0,57.9
ชาซอน,7.3,4.9,6.6,AD Carry,215,60.5,Top,12.0,41.7,Mid,9.0,77.8
Neøø,6.1,4.3,6.6,AD Carry,286,53.8,Jungler,54.0,48.1,Mid,6.0,33.3
Electric,7.4,5.5,6.6,AD Carry,368,59.2,Support,48.0,45.8,Top,19.0,68.4
the inescapable,5.7,4.9,5.4,Mid,201,62.7,Top,83.0,51.8,Support,7.0,71.4
Alex Blais,5.4,3.8,6.8,Mid,186,54.8,Support,44.0,54.5,Top,12.0,66.7
Moyuのトリス侍,7.7,5.7,7.5,AD Carry,212,53.8,Jungler,102.0,59.8,Support,58.0,48.3
bountyyspider,2.9,5.4,13.7,Support,380,54.5,AD Carry,19.0,57.9,Mid,9.0,44.4
Nem9,4.8,4.4,5.5,Mid,171,55.0,AD Carry,35.0,62.9,Top,19.0,47.4
Quad,4.7,4.0,7.7,Mid,302,54.3,Support,66.0,60.6,AD Carry,14.0,35.7
RHINOOOOOOOOOOOO,2.4,4.6,12.8,Support,191,56.0,Mid,14.0,57.1,Top,5.0,40.0
Śheiden,8.5,4.4,7.3,Jungler,151,64.9,AD Carry,24.0,50.0,Top,3.0,66.7
BRO DDoiV,4.8,5.1,8.3,Jungler,464,55.8,Support,64.0,48.4,Top,54.0,46.3
coldxn,4.3,5.5,11.3,Support,609,52.4,AD Carry,58.0,55.2,Mid,5.0,40.0
frosch3,6.6,5.3,6.6,AD Carry,521,53.7,Mid,41.0,39.0,Support,9.0,44.4
포기를 포기할게,7.1,5.7,7.1,AD Carry,232,62.5,Jungler,17.0,29.4,Support,9.0,33.3
YNW MELLYY,6.0,5.0,7.9,Jungler,202,59.9,Top,13.0,38.5,Mid,12.0,58.3
TF Honest,6.3,5.2,6.6,Mid,260,55.8,Jungler,25.0,56.0,Support,24.0,29.2
younce,2.0,4.4,12.1,Support,285,56.1,Mid,35.0,40.0,AD Carry,14.0,50.0
Avril,6.8,5.1,7.0,AD Carry,304,56.6,Jungler,87.0,48.3,Mid,10.0,50.0
Yeditepe Bitteri,3.1,2.7,14.2,Support,97,71.1,Mid,16.0,68.8,Jungler,3.0,66.7
05222001,4.0,6.0,12.0,Support,224,53.1,AD Carry,78.0,48.7,Jungler,3.0,33.3
春はゆく,6.7,4.6,5.3,Mid,143,50.3,Top,127.0,62.2,Jungler,25.0,56.0
TWlTCH FATURETOO,7.4,7.2,7.2,AD Carry,124,53.2,Mid,73.0,58.9,Top,60.0,51.7
WillNA1,6.6,3.6,7.6,Jungler,474,51.9,Mid,24.0,37.5,Top,9.0,55.6
Aiden Yasuo,5.5,4.0,6.0,Mid,197,54.8,AD Carry,60.0,51.7,Top,9.0,55.6
777danteh,7.7,5.4,6.8,AD Carry,266,59.4,Mid,6.0,33.3,Support,3.0,0.0
Mermelada,6.9,5.2,7.4,Mid,138,61.6,Top,25.0,56.0,Support,18.0,44.4
다이아몬드,2.5,4.8,12.6,Support,398,52.5,AD Carry,43.0,55.8,Top,1.0,100.0
Keñus,5.5,4.2,5.3,Top,375,54.4,Mid,26.0,46.2,Jungler,21.0,33.3
Boogeyman,8.6,4.6,5.4,Jungler,176,65.3,Mid,41.0,51.2,AD Carry,19.0,42.1
Gen G Zest,4.9,4.4,5.3,Top,374,54.3,Jungler,44.0,56.8,AD Carry,5.0,40.0
Zelt,6.1,3.8,6.5,Mid,260,54.2,AD Carry,38.0,55.3,Top,20.0,45.0
aimyon36,6.5,4.6,5.9,Mid,323,54.8,AD Carry,63.0,58.7,Top,59.0,49.2
TC porsche,3.7,4.0,6.0,Top,170,57.6,Mid,11.0,36.4,Support,2.0,50.0
mxxxx,6.9,4.9,7.5,Jungler,373,54.7,Mid,34.0,61.8,Top,4.0,25.0
Lellisz,4.8,3.9,5.6,Top,288,53.1,AD Carry,11.0,54.5,Mid,7.0,28.6
im 16 years old,8.4,4.3,7.7,Jungler,145,70.3,Top,19.0,42.1,Mid,2.0,0.0
mei shu chu,7.2,5.0,7.6,AD Carry,249,55.8,Support,31.0,54.8,Jungler,8.0,75.0
서민에서 왕까지,5.2,3.9,8.9,Jungler,208,62.0,Support,30.0,46.7,Mid,17.0,47.1
thominhas,2.9,6.0,13.5,Support,348,54.3,Mid,22.0,68.2,AD Carry,10.0,20.0
Nmcp,6.4,6.0,9.3,Support,122,66.4,Top,87.0,49.4,Mid,32.0,40.6
Happy Alexx,5.2,4.2,8.4,Jungler,209,56.0,Top,29.0,51.7,Mid,28.0,39.3
ASTROBOY99,7.7,5.3,8.7,Jungler,132,62.9,Top,26.0,34.6,Mid,10.0,50.0
PiMP DADDY1233,6.8,4.4,5.8,Mid,462,57.1,Jungler,53.0,35.8,Support,26.0,42.3
brast,5.8,4.7,5.6,Mid,183,56.8,Jungler,33.0,54.5,Top,30.0,56.7
Indexy,6.3,4.2,5.9,Mid,424,54.7,Top,65.0,49.2,Support,16.0,31.3
NekoDesu,7.6,4.4,7.7,AD Carry,112,55.4,Mid,71.0,54.9,Support,24.0,41.7
깅 늘,7.5,4.2,7.2,Jungler,200,75.0,Mid,153.0,55.6,Top,18.0,38.9
Iove Riven,5.0,4.5,4.9,Top,258,57.8,Mid,51.0,47.1,Support,10.0,50.0
eat,7.2,5.4,7.8,Mid,113,61.9,Jungler,65.0,52.3,Top,12.0,33.3
xxiaofang,7.7,5.2,6.8,Jungler,385,51.7,Top,110.0,60.0,Mid,3.0,0.0
checca,5.2,3.3,7.5,Mid,90,61.1,Jungler,36.0,63.9,Support,2.0,100.0
Elake,3.5,6.0,11.1,Support,141,59.6,Jungler,31.0,54.8,AD Carry,10.0,60.0
ViV NEXT ADKING,7.7,4.3,5.7,AD Carry,232,59.5,Mid,13.0,38.5,Support,2.0,100.0
sarolu,5.9,4.8,7.8,Jungler,301,53.5,Top,67.0,50.7,Support,57.0,50.9
297,9.7,4.3,6.4,AD Carry,114,68.4,Jungler,14.0,64.3,Mid,10.0,60.0
Maxlore,7.7,5.1,7.7,Jungler,513,53.2,Top,27.0,40.7,Mid,7.0,0.0
奈特幫 世一兔,5.7,3.5,8.8,Jungler,72,72.2,Mid,25.0,80.0,Top,5.0,60.0
324142,4.6,3.8,5.0,Top,383,54.8,Mid,19.0,52.6,Jungler,18.0,44.4
Goyang si,6.5,5.5,6.7,AD Carry,164,54.9,Top,15.0,53.3,Mid,12.0,66.7
Curling Captain,5.7,4.4,7.5,Jungler,285,54.0,Top,27.0,59.3,Mid,14.0,50.0
RISE Zecas,4.9,4.1,5.9,Top,479,52.4,AD Carry,35.0,54.3,Mid,21.0,57.1
Auto,5.2,5.6,8.3,AD Carry,376,54.5,Support,83.0,49.4,Mid,2.0,50.0
Topo,2.6,3.8,6.2,Top,281,54.8,Mid,11.0,45.5,Support,7.0,42.9
EZDOGS,5.5,5.6,7.7,Top,272,57.4,Mid,20.0,60.0,Support,14.0,28.6
im a jungler,7.5,3.8,8.1,Jungler,361,56.5,Top,16.0,50.0,Mid,12.0,50.0
King,7.2,5.6,7.3,Jungler,214,54.2,Mid,92.0,50.0,AD Carry,59.0,49.2
라면이 맛있다,4.7,5.1,11.3,Support,158,67.7,AD Carry,33.0,60.6,Mid,27.0,55.6
I Love Uber Eats,5.0,4.7,9.3,Jungler,352,54.3,Top,22.0,63.6,Mid,16.0,62.5
i am Shrimp,4.6,4.6,5.7,Top,206,58.3,Jungler,5.0,40.0,Mid,5.0,60.0
Lowest,5.3,5.3,8.7,Jungler,234,56.4,Support,12.0,50.0,Mid,11.0,27.3
Qnoxs,4.1,5.7,10.9,Support,777,51.2,Top,128.0,56.3,Mid,31.0,41.9
김빵덕1,5.3,5.0,9.3,AD Carry,263,57.8,Support,125.0,55.2,Jungler,3.0,66.7
Huberţ,6.4,4.2,7.1,Mid,138,60.1,Jungler,30.0,46.7,Top,18.0,38.9
둥따라샤빠라밥,6.0,5.0,6.6,Mid,375,51.5,Jungler,48.0,64.6,AD Carry,31.0,35.5
TOP 07,5.4,4.6,5.9,Top,206,52.4,Mid,22.0,68.2,Support,20.0,75.0
Charolon,5.4,5.3,9.0,Jungler,278,57.6,Support,34.0,44.1,Top,13.0,53.8
KT Way,2.6,4.4,13.2,Support,277,58.5,AD Carry,7.0,42.9,Top,1.0,0.0
KIREAS1,7.7,6.9,8.3,Jungler,275,59.3,Top,78.0,46.2,Support,18.0,50.0
sim sim,6.0,4.6,5.2,Top,185,57.3,Mid,5.0,60.0,Support,3.0,33.3
TWTV BOBIQUINN,5.3,6.2,6.1,Top,246,57.7,Mid,2.0,50.0,Support,2.0,0.0
Billy Butcher XD,8.0,5.9,7.8,Jungler,235,54.9,AD Carry,18.0,38.9,Mid,4.0,25.0
Shogolol,7.1,6.0,5.9,AD Carry,301,53.5,Mid,20.0,40.0,Support,14.0,57.1
Reinerr Braun,6.3,3.7,7.4,AD Carry,104,63.5,Jungler,66.0,60.6,Top,59.0,47.5
Down Kim,2.6,5.2,12.1,Support,331,54.7,AD Carry,30.0,50.0,Top,2.0,50.0
SBSKSB,5.9,4.7,6.3,Mid,312,57.7,Top,65.0,43.1,Jungler,54.0,42.6
Good Boi,6.5,5.6,9.4,AD Carry,199,53.8,Support,41.0,58.5,Mid,7.0,42.9
AERO X BANE PAIN,7.0,5.1,9.7,Jungler,318,66.4,AD Carry,57.0,64.9,Support,39.0,64.1
AMT,3.8,5.7,10.8,Support,219,53.9,Top,22.0,40.9,Jungler,12.0,41.7
Dragdar,7.4,4.7,6.4,AD Carry,313,54.3,Support,8.0,50.0,Jungler,5.0,60.0
LastDanceDF,6.4,5.0,6.9,AD Carry,228,56.1,Jungler,5.0,60.0,Mid,5.0,20.0
Palavra,8.8,5.5,6.3,AD Carry,206,56.8,Mid,20.0,55.0,Top,5.0,60.0
Odysseus131,6.5,4.7,8.3,Mid,234,58.5,Jungler,41.0,43.9,Support,16.0,56.3
TOG Enryu,7.7,4.6,7.0,AD Carry,165,60.6,Jungler,31.0,41.9,Mid,15.0,40.0
chaYon 1,7.6,4.7,7.5,AD Carry,180,60.6,Support,15.0,46.7,Top,7.0,14.3
Tempestade,6.5,5.4,6.0,Mid,110,57.3,Top,58.0,63.8,AD Carry,10.0,70.0
Tutsz,6.7,4.5,6.9,Mid,214,55.6,Support,25.0,48.0,AD Carry,23.0,52.2
BeteIgeuse,6.8,5.1,5.2,Top,119,68.9,Jungler,14.0,42.9,Mid,1.0,0.0
Kurty,8.1,5.3,7.8,Jungler,69,63.8,Support,14.0,57.1,Top,13.0,69.2
iAM TOP TERORIST,7.3,6.0,4.0,Top,191,57.1,Mid,20.0,40.0,AD Carry,3.0,33.3
como a isa,7.4,6.6,8.0,AD Carry,191,62.3,Support,39.0,43.6,Mid,3.0,66.7
Canon,4.0,4.7,10.8,Jungler,218,54.6,Support,116.0,53.4,Top,33.0,48.5
pazpeaceful2,8.2,6.0,7.4,Jungler,385,54.3,Mid,20.0,45.0,Top,5.0,20.0
Ozilardann,7.7,4.8,8.6,Jungler,89,60.7,Mid,3.0,33.3,Top,2.0,50.0
wellward,4.7,5.0,5.4,Top,307,56.4,Mid,16.0,50.0,Jungler,12.0,50.0
MySwordCrimson,5.0,4.2,4.7,Top,355,51.0,Mid,16.0,56.3,AD Carry,9.0,66.7
umademesOhappy,5.5,4.7,10.2,Jungler,164,53.7,Support,120.0,55.0,Mid,17.0,47.1
MYSLYRS,6.7,5.0,5.0,Top,322,63.7,Mid,123.0,50.4,AD Carry,102.0,49.0
boiat nastana,5.5,4.9,7.2,Mid,261,57.5,AD Carry,34.0,58.8,Top,10.0,20.0
HolyCaust,6.8,5.7,11.0,Mid,229,60.7,Support,75.0,50.7,AD Carry,41.0,56.1
Yøø Høbin,8.1,5.4,7.5,Jungler,166,59.6,Support,48.0,60.4,Mid,1.0,0.0
Оutsidеr,4.2,5.7,10.3,Jungler,95,54.7,Support,82.0,61.0,AD Carry,51.0,52.9
Photon1,6.4,5.2,5.1,Top,238,59.7,Jungler,6.0,50.0,AD Carry,3.0,0.0
imagine a legend,3.4,5.4,13.9,Support,145,62.1,Jungler,32.0,40.6,Mid,16.0,31.3
Lava1,7.5,6.1,6.8,Mid,122,59.0,Top,30.0,56.7,Jungler,12.0,41.7
Betão 8,4.8,4.8,5.0,Top,255,56.1,Mid,11.0,63.6,Support,6.0,50.0
주사는 무서워,6.5,4.1,8.1,Jungler,274,55.5,Support,42.0,45.2,Mid,17.0,47.1
KANG HYUNJUN,6.2,5.2,7.4,Jungler,163,55.2,Mid,104.0,48.1,AD Carry,60.0,60.0
AHaHaCiK,6.7,5.1,8.9,Jungler,289,56.4,Support,15.0,46.7,AD Carry,10.0,50.0
10April,5.8,3.8,9.0,Jungler,129,57.4,Top,15.0,53.3,Support,14.0,57.1
포뇨의 지느러미,8.0,5.1,6.5,Mid,281,55.5,Top,33.0,57.6,AD Carry,2.0,50.0
RIV kshhh,1.9,4.5,13.7,Support,279,56.3,Mid,6.0,66.7,Top,4.0,75.0
scuro,5.9,5.3,10.4,Support,123,49.6,AD Carry,90.0,57.8,Jungler,39.0,59.0
HealthandAhn,7.2,6.2,7.2,AD Carry,296,55.7,Support,39.0,46.2,Top,20.0,60.0
Permaban12368903,4.7,5.1,5.6,Top,214,57.0,AD Carry,14.0,42.9,Mid,12.0,66.7
FX Kojima,6.5,5.9,8.3,AD Carry,222,54.1,Support,40.0,50.0,Mid,12.0,58.3
tt vuc7777,7.5,5.5,7.3,AD Carry,126,58.7,Support,28.0,39.3,Mid,25.0,56.0
FORA999,7.3,5.1,7.1,Jungler,184,56.0,Mid,9.0,33.3,AD Carry,2.0,0.0
not roaming idc,2.1,2.2,12.3,Support,219,57.5,0.0,0.0,0.0,0.0,0.0,0.0
WillowTheRaccoon,6.4,4.0,9.2,Jungler,170,60.6,Support,32.0,59.4,Top,5.0,20.0
DK Rahel,5.8,4.2,6.5,AD Carry,281,59.1,Mid,14.0,42.9,Top,6.0,50.0
P42 Dirss,6.8,5.4,7.3,Mid,150,64.0,AD Carry,53.0,50.9,Jungler,3.0,33.3
Polkα,5.0,4.8,7.9,Mid,370,54.6,Top,39.0,53.8,Support,34.0,35.3
Jerry Wooters,6.9,5.7,6.7,Mid,252,56.3,AD Carry,39.0,56.4,Top,2.0,0.0
Wx Mjm978244659,6.0,4.7,8.7,Jungler,365,54.5,Support,94.0,47.9,Mid,9.0,55.6
FMC ZekheN,8.0,5.3,6.7,AD Carry,213,55.9,Mid,8.0,25.0,Top,2.0,50.0
Fishlord,5.3,3.4,8.7,AD Carry,230,50.0,Mid,183.0,55.7,Support,23.0,47.8
Razørk Activoo,6.5,4.8,8.5,Jungler,231,54.5,Mid,35.0,42.9,Top,16.0,50.0
Thiensf,5.6,4.6,5.8,Top,361,53.7,Jungler,45.0,48.9,Mid,17.0,76.5
ToastyAlex,6.1,5.3,5.8,Mid,205,53.7,AD Carry,48.0,58.3,Top,10.0,30.0
